"idno","netusoft","netustm","polintr","vote","prtvtgee","clsprty","prtclgee","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","health","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","ctzcntr","ctzshipd","brncntr","cntbrthd","lnghom1","lnghom2","gndr","agea","rshpsts","marsts","domicil","edlvdee","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","icwhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","region","totinch","ptotinc"
55113,5,60,3,3,NA,2,NA,NA,6,6,6,8,8,8,6,8,2,1,3,NA,NA,10,2,"BY",2,"BY","RUS","BEL",2,63,1,NA,3,610,14,1,NA,NA,1,NA,1,3,2,NA,5,1,40,1,40,52,3,3116,2,2,NA,NA,2,"North",1816,908
55331,4,30,3,1,1,2,NA,NA,7,6,7,6,8,8,6,8,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,59,1,NA,5,313,11,1,NA,NA,1,NA,1,3,2,NA,7,1,40,1,40,27,4,8212,2,1,1,1,2,"Western",1290,645
55346,5,480,4,1,4,2,NA,NA,5,9,8,3,6,7,2,9,4,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,36,NA,1,2,610,23,1,NA,NA,1,NA,1,3,1,73,9,3,40,1,47,69,4,1212,2,1,1,2,3,"North",2621,874
55394,1,NA,4,1,NA,1,5,2,5,10,4,2,NA,7,4,10,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,85,NA,5,3,323,15,6,NA,1972,1,NA,1,3,2,NA,10,0,40,1,0,47,1,9112,2,2,NA,NA,2,"Western",1158,386
55560,1,NA,4,2,NA,2,NA,NA,5,8,4,3,2,7,3,9,3,1,2,NA,NA,10,2,"UA",2,"UA","UKR","888",2,61,1,NA,4,213,8,1,NA,NA,1,NA,1,2,2,NA,0,0,40,1,60,1,4,6121,2,2,NA,NA,2,"Central",1704,852
55615,5,120,4,1,4,1,1,2,5,10,6,7,9,7,4,9,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","RUS",2,32,1,NA,3,610,16,8,NA,NA,1,NA,1,4,2,NA,6,8,40,1,40,64,4,3312,2,2,NA,NA,3,"North",1938,205
55633,1,NA,3,2,NA,2,NA,NA,10,8,7,5,4,4,10,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,68,NA,4,3,321,11,6,NA,2013,1,NA,1,3,2,NA,0,0,40,1,NA,10,2,8160,2,1,1,2,2,"Central",3593.42656936496,1198
55650,3,NA,2,1,1,2,NA,NA,NA,10,3,3,3,6,2,10,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,57,1,NA,3,313,11,1,NA,NA,1,NA,1,5,2,NA,5,0,40,1,40,49,4,8331,2,1,2,2,1,"Southern",1054,264
55704,2,NA,3,3,NA,1,2,2,NA,0,7,0,3,1,0,10,5,1,3,NA,NA,8,2,"6500",1,"6666","RUS","000",1,59,1,NA,1,229,11,1,NA,NA,1,NA,1,5,2,NA,10,0,40,1,40,80,4,5414,2,1,2,2,2,"North",1294,647
55721,5,180,2,1,2,1,2,2,4,9,7,7,8,5,8,8,3,2,NA,2,NA,1,1,"6666",2,"UA","RUS","EST",2,69,1,NA,1,720,16,1,NA,NA,1,NA,1,1,1,10,8,4,40,1,40,86,2,2212,2,2,NA,NA,2,"North",2295,1148
55791,5,120,3,1,2,1,2,2,6,8,6,5,6,8,4,8,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",1,53,4,2,2,520,12,1,NA,NA,1,NA,1,3,2,NA,3,3,40,1,40,25,4,7233,2,2,NA,NA,3,"North",1863,932
55906,1,NA,4,2,NA,2,NA,NA,5,8,5,2,3,2,0,8,4,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,73,3,6,4,113,6,6,NA,2000,1,NA,1,3,2,NA,0,0,40,1,40,1,4,6121,2,2,NA,NA,3,"Southern",901,450
56014,3,NA,1,3,NA,2,NA,NA,5,8,5,5,10,3,3,7,3,2,NA,2,NA,0,2,"RU",2,"RU","RUS","000",1,71,1,NA,3,313,11,6,NA,2010,1,NA,1,1,2,NA,5,2,40,1,40,41,4,7111,2,2,NA,NA,2,"North",697,348
56023,4,60,3,1,1,2,NA,NA,6,5,5,4,6,8,6,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,50,1,NA,3,323,11,1,NA,NA,1,NA,1,2,2,NA,7,0,40,1,40,8,4,8344,2,2,NA,NA,3,"Southern",1355,678
56026,2,NA,1,2,NA,1,2,3,NA,5,5,5,10,9,8,4,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,80,NA,5,4,323,11,6,NA,1998,1,NA,1,3,2,NA,10,1,NA,2,NA,65,4,3321,2,2,NA,NA,2,"Central",3182.88685550159,3182.88685550159
56036,1,NA,3,1,1,2,NA,NA,4,2,1,2,1,6,3,0,4,2,NA,2,NA,2,1,"6666",1,"6666","EST","RUS",2,49,NA,4,4,313,11,5,NA,2015,1,NA,1,3,2,NA,2,1,40,1,40,10,4,8183,2,1,1,1,3,"Southern",222,222
56049,3,NA,1,1,4,1,2,2,5,5,4,7,9,10,3,7,3,2,NA,2,NA,7,1,"6666",1,"6666","EST","RUS",2,77,NA,5,1,720,16,6,NA,2012,1,NA,1,4,1,10,5,8,40,1,50,28,3,2144,2,1,2,2,2,"North",460,460
56082,5,60,3,1,NA,2,NA,NA,5,9,7,7,6,8,4,8,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,31,3,6,3,710,18,8,NA,2017,1,NA,1,4,2,NA,7,6,40,1,40,84,1,4312,2,2,NA,NA,3,"North",3588.25688669458,267
56132,5,480,1,1,NA,1,NA,NA,3,9,4,3,3,7,1,9,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,63,NA,4,1,720,17,1,NA,NA,1,NA,1,4,1,8,8,3,40,1,40,42,1,3112,2,2,NA,NA,2,"North",2181,727
56160,5,240,2,1,2,2,NA,NA,5,7,7,7,8,6,7,7,2,2,NA,1,3,2,1,"6666",1,"6666","RUS","000",2,22,NA,6,1,620,15,1,NA,NA,1,NA,1,3,2,NA,3,7,20,1,20,80,4,5414,2,2,NA,NA,3,"North",1323,662
56170,1,NA,3,3,NA,2,NA,NA,5,7,6,3,0,8,3,2,3,1,3,NA,NA,6,2,"RU",2,"UA","RUS","888",2,73,1,NA,2,213,7,6,NA,2017,1,NA,1,1,2,NA,0,0,40,1,40,56,1,9412,2,2,NA,NA,2,"North",755,378
56171,1,NA,2,1,NA,2,NA,NA,5,7,5,NA,NA,10,8,7,4,1,NA,NA,NA,5,1,"6666",1,"6666","EST","000",1,81,1,NA,3,423,12,6,NA,NA,1,NA,1,2,1,NA,8,5,40,1,40,84,1,NA,2,2,NA,NA,2,"Northeastern",3049.3986280635,1525
56175,4,30,3,1,1,1,1,2,7,7,2,3,3,7,4,9,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,40,1,NA,4,213,9,1,NA,NA,1,NA,1,3,2,NA,7,6,40,1,40,16,4,8172,2,1,1,2,3,"Western",1836,367
56197,5,480,2,2,NA,1,2,3,0,0,2,2,0,0,0,0,5,1,3,NA,NA,5,2,"6500",1,"6666","RUS","000",2,56,3,4,1,423,11,1,NA,NA,1,NA,1,4,2,NA,2,2,40,1,40,47,4,5223,2,1,2,2,2,"North",586,293
56234,5,180,2,1,3,2,NA,NA,5,7,3,3,5,6,3,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,48,1,NA,2,720,16,1,NA,NA,1,NA,1,4,2,NA,8,2,40,1,42,84,1,3355,2,2,NA,NA,2,"North",3240.28868274763,648
56296,5,180,3,1,10,2,NA,NA,5,6,6,5,7,5,4,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,39,1,NA,3,620,24,1,NA,NA,1,NA,2,4,2,NA,9,5,40,1,40,43,4,2151,2,1,1,2,3,"Western",1219,203
56301,5,60,2,1,11,2,NA,NA,4,8,8,5,4,5,5,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,81,1,NA,5,229,11,6,NA,NA,1,NA,1,4,2,NA,9,2,168,1,168,42,4,8342,2,2,NA,NA,2,"North",907,454
56322,5,90,3,1,13,1,2,2,7,6,7,10,10,5,6,7,3,1,4,NA,NA,6,1,"6666",1,"6666","RUS","EST",1,30,3,6,3,423,14,1,NA,NA,1,NA,1,1,2,NA,7,5,40,1,40,16,4,7115,2,1,2,2,3,"Southern",1458,486
56354,5,240,3,2,NA,2,NA,NA,NA,5,3,0,5,8,4,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,58,NA,6,3,213,8,1,NA,NA,1,NA,1,3,2,NA,0,0,40,1,40,47,4,9112,2,1,2,2,3,"Southern",442,442
56372,5,480,4,1,NA,2,NA,NA,NA,3,2,0,2,5,6,4,3,2,NA,2,NA,10,1,"6666",1,"6666","EST","000",2,48,3,4,3,323,11,4,NA,2014,1,NA,2,4,2,NA,3,0,40,1,40,13,4,8153,2,1,1,1,2,"Southern",3313.31379897892,206
56445,5,90,2,1,11,1,3,1,7,7,6,7,9,8,8,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,71,1,NA,4,323,13,6,NA,2007,1,NA,1,4,2,NA,8,1,40,1,48,13,4,4321,2,2,NA,NA,2,"Western",1647,824
56490,2,NA,3,3,NA,1,2,3,5,8,5,5,5,3,1,5,3,1,3,NA,NA,5,2,"RU",2,"RU","RUS","000",2,65,1,NA,1,520,12,6,NA,NA,1,NA,1,5,2,NA,1,0,40,1,40,13,4,NA,2,2,NA,NA,2,"Northeastern",688,344
56556,5,20,2,1,1,1,NA,NA,10,5,5,5,5,10,8,5,3,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,69,1,NA,3,313,11,1,NA,NA,2,1,NA,1,2,NA,10,10,70,1,100,3,5,6222,2,2,NA,NA,2,"Western",3093.18715566769,1547
56637,1,NA,3,2,NA,2,NA,NA,5,7,5,8,6,8,7,8,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,82,NA,1,4,213,7,6,NA,2002,1,NA,1,4,2,NA,2,0,40,1,50,1,1,8341,2,2,NA,NA,2,"Southern",240,240
56668,5,180,2,3,NA,1,2,2,5,2,1,3,3,1,3,1,3,1,3,NA,NA,5,2,"6500",1,"6666","RUS","000",1,40,NA,4,1,520,17,1,NA,NA,1,NA,1,3,2,NA,7,0,40,1,50,25,4,7212,2,2,NA,NA,2,"North",1752,1752
56751,4,240,3,1,1,2,NA,NA,8,9,8,8,8,6,8,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,72,1,NA,3,423,11,1,NA,NA,3,NA,1,1,2,NA,10,0,40,1,40,49,4,3313,2,2,NA,NA,2,"North",1517,758
56764,4,240,3,1,2,1,2,1,5,5,3,4,3,1,0,5,5,2,NA,2,NA,5,1,"6666",2,"RU","RUS","000",2,70,NA,6,1,423,16,6,NA,1990,1,NA,1,2,1,3,10,10,40,1,40,27,1,2151,2,2,NA,NA,2,"North",546,546
56785,5,510,2,1,1,1,1,2,8,9,6,4,6,7,5,8,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,31,3,6,4,720,19,1,NA,NA,1,NA,1,1,1,20,9,4,40,1,50,86,4,2269,2,2,NA,NA,3,"Southern",3946.5190012991,1973
56791,2,NA,3,2,NA,2,NA,NA,5,5,4,6,5,7,7,5,3,2,NA,2,NA,0,1,"6666",1,"6666","RUS","000",2,58,NA,5,1,313,10,1,NA,NA,1,NA,1,1,2,NA,10,4,20,1,20,68,4,9613,2,1,2,2,2,"Northeastern",448,448
56797,5,129,3,1,1,2,NA,NA,6,7,6,0,2,7,8,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,66,1,NA,3,213,8,6,NA,2018,1,NA,1,1,2,NA,0,0,40,1,40,38,4,7212,2,2,NA,NA,2,"Southern",883,442
56845,5,480,3,1,1,2,NA,NA,5,8,5,5,5,7,5,7,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,36,4,2,3,423,14,1,NA,NA,1,NA,1,1,2,NA,10,2,40,1,40,43,4,3313,2,1,2,2,3,"Central",1997,499
56886,1,NA,3,1,NA,2,NA,NA,5,5,5,5,6,8,6,5,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,73,3,4,3,313,14,6,NA,2003,1,NA,1,3,1,40,5,NA,41,1,NA,NA,3,1321,2,2,NA,NA,2,"Southern",959,480
56928,5,390,4,2,NA,2,NA,NA,7,1,2,2,3,6,4,3,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,23,NA,6,5,313,12,1,NA,NA,1,NA,1,3,1,1,2,2,NA,2,45,92,4,4212,2,1,1,1,3,"Central",1180,1180
56954,1,NA,2,3,NA,1,2,2,5,6,4,2,4,5,0,5,3,1,3,NA,NA,6,2,"RU",2,"RU","RUS","000",2,68,NA,4,1,610,13,6,NA,2010,1,NA,1,3,2,NA,1,0,40,1,2,13,4,9329,2,2,NA,NA,2,"North",805,268
57023,1,NA,3,1,2,1,2,2,4,8,6,7,7,10,5,9,4,1,3,NA,NA,8,1,"6666",2,"BY","RUS","000",1,90,1,NA,3,520,15,6,NA,1997,1,NA,1,3,1,50,10,0,40,1,40,33,1,1439,2,2,NA,NA,2,"Southern",1134,567
57066,5,480,2,1,NA,2,NA,NA,4,9,8,8,8,8,7,10,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,66,NA,1,4,720,16,1,NA,NA,1,NA,1,3,1,60,9,9,168,1,168,85,1,1345,2,2,NA,NA,1,"Central",1308,1308
57092,5,180,2,1,3,1,3,2,5,9,7,7,6,8,5,8,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,31,3,6,3,213,11,1,NA,NA,1,NA,1,1,1,8,10,10,40,1,40,41,4,3123,2,2,NA,NA,3,"Southern",1622,406
57148,5,120,2,1,1,2,NA,NA,8,8,7,8,7,7,5,8,3,2,NA,2,NA,4,1,"6666",2,"KZ","RUS","EST",2,70,NA,5,1,423,12,6,NA,2011,1,NA,1,4,1,2,7,5,40,1,40,41,4,2142,2,2,NA,NA,2,"Southern",649,649
57158,1,NA,4,3,NA,1,2,2,1,1,3,NA,6,7,10,5,4,1,3,NA,NA,5,2,"RU",2,"RU","RUS","EST",2,56,NA,4,4,229,10,1,NA,NA,1,NA,1,3,2,NA,9,1,40,1,40,11,4,9329,2,1,1,2,2,"Central",443,443
57197,5,180,3,3,NA,2,NA,NA,9,8,8,7,8,8,8,9,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,20,NA,6,3,313,12,2,NA,2018,1,NA,2,2,2,NA,8,8,30,1,30,93,4,3423,2,2,NA,NA,3,"Southern",5329.7363462529,0
57355,5,600,2,1,11,1,1,3,8,8,8,4,8,8,6,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,55,3,4,1,720,16,1,NA,NA,1,NA,1,5,1,7,9,8,40,1,40,61,4,3522,2,2,NA,NA,2,"North",5770.82993636344,2885
57358,5,180,2,1,10,2,NA,NA,7,7,7,6,7,7,7,7,2,1,2,NA,NA,8,1,"6666",1,"6666","EST","000",1,42,1,NA,1,710,16,1,NA,NA,3,NA,1,1,1,1,10,10,40,1,40,68,5,3334,1,2,NA,NA,3,"North",659,132
57381,5,420,3,2,NA,2,NA,NA,NA,10,9,9,10,8,10,10,2,2,NA,1,4,0,2,"BY",2,"BY","ENG","EST",2,24,1,NA,3,720,17,1,NA,NA,2,0,NA,1,1,1,10,10,40,1,40,27,4,1321,1,2,NA,NA,3,"North",2625,875
57383,5,480,3,1,1,1,13,2,2,9,7,4,5,9,5,10,1,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,39,3,6,2,610,17,1,NA,NA,3,NA,1,1,1,3,10,10,40,1,40,46,4,3343,2,2,NA,NA,3,"North",2583,646
57407,5,540,2,1,11,2,NA,NA,0,10,7,0,3,8,7,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,41,1,NA,5,213,9,1,NA,NA,1,NA,1,3,2,NA,0,3,40,1,40,23,4,8114,2,2,NA,NA,3,"Central",1374,344
57457,5,120,2,1,2,1,2,2,5,5,5,5,7,8,2,10,4,1,4,NA,NA,10,1,"6666",1,"6666","RUS","000",2,59,1,NA,3,321,19,6,NA,2011,1,NA,1,1,2,NA,10,5,20,1,22,47,2,5223,2,1,2,2,2,"Southern",882,441
57489,5,480,4,2,NA,2,NA,NA,5,7,7,7,7,8,7,8,1,2,NA,2,NA,3,2,"RU",2,"RU","RUS","EST",2,25,NA,5,1,720,18,1,NA,NA,1,NA,1,1,2,NA,9,0,40,1,42,75,4,2250,2,2,NA,NA,3,"North",2729,546
57564,5,20,2,2,NA,1,6,3,7,8,8,7,8,8,8,9,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,71,NA,6,5,720,18,6,NA,2005,2,0,NA,1,2,NA,10,10,40,1,50,1,4,6113,2,2,NA,NA,2,"Southern",458,458
57615,5,120,3,1,11,2,NA,NA,8,8,7,5,8,8,7,10,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,31,3,6,1,610,16,1,NA,NA,1,NA,1,2,2,NA,9,8,35,1,35,85,1,2342,2,2,NA,NA,3,"North",2461,1230
57655,5,480,2,1,3,1,3,3,8,8,7,5,7,8,7,9,3,2,NA,2,NA,3,1,"6666",1,"6666","EST","ENG",1,40,1,NA,3,720,20,1,NA,NA,1,NA,1,3,1,5,6,3,160,1,163,46,4,7233,2,2,NA,NA,3,"Southern",1954,391
57656,3,NA,3,3,NA,2,NA,NA,NA,10,7,7,7,10,5,10,2,1,4,NA,NA,8,2,"UA",2,"UA","RUS","000",2,70,1,NA,1,313,13,6,NA,2004,1,NA,1,5,2,NA,2,0,40,1,40,13,3,8151,2,1,1,2,2,"North",926,463
57727,4,60,2,1,2,1,2,2,4,5,5,8,9,8,8,9,3,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,46,NA,6,3,213,10,1,NA,NA,1,NA,1,4,2,NA,5,0,40,1,50,16,4,7132,2,2,NA,NA,3,"Western",1214,1214
57755,5,180,3,2,NA,2,NA,NA,5,3,4,3,3,8,7,3,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,31,NA,6,3,229,11,1,NA,NA,1,NA,1,2,2,NA,8,8,40,1,50,41,4,7119,1,2,NA,NA,3,"Western",792,396
57791,5,120,1,1,1,1,3,3,5,5,6,3,8,7,8,8,3,1,8,NA,NA,3,1,"6666",1,"6666","EST","000",1,58,3,6,3,423,12,8,NA,2005,2,2,NA,1,1,2,9,8,40,1,40,NA,5,7111,2,2,NA,NA,2,"North",952,214
57798,5,180,3,1,5,1,5,2,5,8,6,6,5,8,6,8,1,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,44,1,NA,5,620,17,1,NA,NA,1,NA,1,2,2,NA,4,2,40,1,40,84,1,1112,2,2,NA,NA,3,"Western",1735,578
57819,5,120,4,2,NA,2,NA,NA,5,8,5,0,3,7,7,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,27,NA,6,4,213,12,9,NA,NA,2,0,NA,1,2,NA,10,10,40,1,40,1,4,1311,2,2,NA,NA,3,"Western",1242,0
57897,5,60,2,1,3,2,NA,NA,7,7,7,4,5,6,5,7,2,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,63,NA,4,3,313,11,8,NA,2017,1,NA,1,1,2,NA,9,5,40,1,40,31,4,3322,2,2,NA,NA,2,"Southern",370,370
57932,5,300,3,1,1,1,1,3,5,8,5,5,7,7,7,10,1,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,49,1,NA,1,423,13,1,NA,NA,2,0,NA,1,2,NA,8,10,32,1,40,56,4,5120,2,1,1,2,3,"North",2917,729
57933,5,120,2,3,NA,2,NA,NA,5,5,0,7,3,3,8,6,2,2,NA,1,3,1,2,"6500",1,"6666","EST","000",1,47,1,NA,3,313,10,1,NA,NA,1,NA,1,5,2,NA,2,0,40,1,40,6,4,7233,2,1,2,2,2,"Northeastern",1479,493
57947,3,NA,4,3,NA,2,NA,NA,5,10,5,3,3,10,10,10,3,2,NA,2,NA,4,2,"RU",2,"RU","RUS","000",2,58,1,NA,4,423,12,1,NA,NA,1,NA,1,2,2,NA,8,2,40,1,40,88,2,5322,2,2,NA,NA,2,"Northeastern",673,336
57972,5,120,2,3,NA,2,NA,NA,NA,7,5,4,3,8,3,7,3,1,3,NA,NA,5,2,"RU",2,"RU","RUS","000",1,77,1,NA,3,720,20,6,NA,2013,1,NA,1,3,2,NA,1,0,40,1,40,49,4,9333,2,1,2,2,2,"Southern",906,453
57979,5,120,3,1,2,1,4,3,2,2,3,4,3,5,3,5,3,1,3,NA,NA,4,1,"6666",2,"RU","RUS","000",2,45,NA,6,1,423,16,1,NA,NA,1,NA,1,1,2,NA,5,0,NA,2,40,47,4,5223,2,2,NA,NA,2,"Northeastern",584,292
57996,5,900,1,1,6,1,6,2,10,7,7,3,7,7,5,8,2,1,2,NA,NA,8,1,"6666",1,"6666","EST","000",1,35,3,6,1,323,12,1,NA,NA,1,NA,1,1,1,6,8,5,40,1,55,80,4,5414,2,2,NA,NA,3,"North",2311,1156
58022,5,60,2,1,NA,2,NA,NA,5,9,8,6,9,4,3,7,3,1,3,NA,NA,6,1,"6666",2,"UA","RUS","000",2,59,1,NA,1,610,14,1,NA,NA,1,NA,1,3,2,NA,3,0,40,1,40,93,1,9112,2,1,1,2,1,"Northeastern",1275,638
58067,5,240,3,1,2,2,NA,NA,5,7,5,5,4,3,4,7,2,1,1,NA,NA,8,1,"6666",1,"6666","RUS","000",2,42,NA,5,1,423,13,1,NA,NA,1,NA,1,3,2,NA,7,1,40,1,40,94,4,5230,2,2,NA,NA,3,"North",1547,516
58089,5,600,3,3,NA,2,NA,NA,5,7,5,5,6,7,4,8,1,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,18,NA,6,3,213,11,2,1,NA,1,NA,1,2,2,NA,0,0,6,1,6,56,4,5131,2,2,NA,NA,3,"North",2134,0
58136,5,240,2,1,1,2,NA,NA,7,2,4,4,0,7,7,2,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,42,NA,6,4,213,10,5,NA,2011,1,NA,1,3,2,NA,5,1,40,1,40,41,4,7111,1,2,NA,NA,3,"Southern",160,160
58167,5,180,4,3,NA,2,NA,NA,5,9,7,6,6,10,9,8,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,18,NA,6,3,213,11,2,NA,NA,1,NA,1,3,2,NA,5,5,50,1,50,56,4,5132,2,2,NA,NA,3,"North",1447,0
58170,5,240,2,2,NA,2,NA,NA,7,8,7,5,7,6,6,7,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,31,3,6,1,620,15,1,NA,NA,2,1,NA,1,2,NA,10,10,60,1,65,62,4,1330,2,2,NA,NA,3,"North",2389,1194
58172,5,240,3,2,NA,2,NA,NA,5,5,2,2,1,6,3,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,25,NA,6,5,323,12,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Southern",1418,457
58240,5,720,2,1,4,2,NA,NA,3,9,8,6,8,8,5,8,2,2,NA,1,2,3,1,"6666",1,"6666","EST","000",2,42,1,NA,4,720,21,1,NA,NA,1,NA,1,4,2,NA,10,8,40,1,60,91,1,2622,2,2,NA,NA,3,"North",4097.11319203944,1024
58250,1,NA,2,1,2,1,2,2,5,6,6,6,6,8,7,7,3,2,NA,2,NA,6,2,"RU",2,"RU","RUS","000",2,70,NA,5,1,620,12,6,NA,NA,1,NA,2,1,2,NA,6,0,20,1,20,NA,4,9112,2,1,1,2,2,"Southern",1549,1549
58358,5,90,3,2,NA,1,1,2,7,8,6,7,7,10,3,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,22,3,6,3,313,11,1,NA,NA,1,NA,1,3,1,2,10,0,40,1,40,52,4,9321,2,2,NA,NA,3,"Southern",2803,561
58367,5,60,3,1,1,2,NA,NA,10,8,8,NA,7,8,8,8,3,2,NA,1,8,5,1,"6666",1,"6666","EST","000",2,82,NA,4,1,620,15,6,NA,2014,1,NA,1,3,2,NA,8,4,20,1,20,91,1,9629,1,2,NA,NA,2,"North",453,453
58390,5,600,2,1,1,2,NA,NA,8,8,8,7,8,8,5,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,64,1,NA,1,620,17,1,NA,NA,2,4,NA,1,1,3,10,9,40,1,60,47,2,2262,2,2,NA,NA,1,"Southern",2144,1072
58422,5,600,2,1,1,2,NA,NA,5,9,6,6,6,8,8,9,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,29,3,6,1,321,12,1,NA,NA,1,NA,1,5,1,60,7,5,40,1,40,50,4,1212,1,2,NA,NA,3,"North",4079.20222538979,1360
58523,1,NA,2,1,2,2,NA,NA,5,7,7,8,6,8,9,6,4,2,NA,2,NA,4,1,"6666",1,"6666","EST","000",2,86,NA,5,4,710,17,6,NA,1993,1,NA,1,1,2,NA,5,5,40,1,40,91,1,4411,2,2,NA,NA,2,"Southern",448,448
58550,5,195,3,2,NA,2,NA,NA,5,6,6,5,5,7,6,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,62,1,NA,4,720,18,1,NA,NA,1,NA,1,3,2,NA,5,8,40,1,40,78,1,3333,2,1,2,1,3,"Western",1383,692
58624,1,NA,3,1,NA,2,NA,NA,5,6,4,3,6,6,4,6,3,2,NA,2,NA,0,1,"6666",2,"RU","EST","000",1,70,1,NA,4,323,12,6,NA,2017,1,NA,1,2,2,NA,5,6,40,1,40,16,6,8172,2,1,2,2,2,"Southern",864,432
58650,1,NA,2,1,1,1,1,3,6,9,7,5,8,8,4,10,4,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,86,1,NA,3,720,17,6,NA,1994,1,NA,1,4,1,4,9,NA,40,1,40,86,2,2211,2,2,NA,NA,1,"Southern",1160,580
58725,5,360,2,1,1,1,1,2,9,9,8,6,8,9,5,8,2,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,77,NA,5,2,720,16,1,NA,NA,2,4,NA,1,1,4,10,10,NA,2,40,43,4,2142,2,2,NA,NA,2,"North",2247,2247
58737,5,60,1,1,NA,2,NA,NA,3,8,3,4,4,8,3,9,1,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,45,1,NA,1,610,17,1,NA,NA,2,2,NA,1,1,2,10,10,NA,2,NA,47,5,1420,2,2,NA,NA,3,"North",3834.70132942767,959
58740,5,120,3,3,NA,2,NA,NA,1,3,3,5,3,4,3,3,3,2,NA,2,NA,1,2,"6500",2,"RU","RUS","000",2,60,NA,4,3,313,10,3,NA,2018,1,NA,1,4,2,NA,3,2,40,1,40,25,4,8343,2,1,1,2,2,"North",434,434
58792,5,390,2,2,NA,2,NA,NA,7,8,6,6,6,6,6,8,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,29,NA,6,3,720,18,1,NA,NA,1,NA,1,2,1,5,10,8,36,1,40,85,1,2266,2,2,NA,NA,3,"Southern",3946.55113756181,1316
58795,1,NA,2,1,2,1,2,2,4,6,6,6,7,10,8,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,53,NA,5,4,213,8,1,NA,NA,1,NA,1,1,2,NA,5,0,40,1,40,1,4,9212,1,2,NA,NA,2,"Southern",458,458
